Index: 1083 | ID: tt0024894 | The Black Cat | 1934 | Tomatometer: 89.0 | Link: https://www.imdb.com/title/tt0024894/ | Metascore: N/A
Index: 1087 | ID: tt0066849 | The Blood on Satan’s Claw | 1971 | Tomatometer: 73.0 | Link: https://www.imdb.com/title/tt0066849/ | Metascore: N/A
Index: 1098 | ID: tt0010323 | The Cabinet of Dr. Caligari | 1920 | Tomatometer: 96.0 | Link: https://www.imdb.com/title/tt0010323/ | Metascore: N/A
Index: 1116 | ID: tt0092843 | The Dead | 1987 | Tomatometer: 94.0 | Link: https://www.imdb.com/title/tt0092843/ | Metascore: N/A
Index: 1132 | ID: tt5867314 | The Empty Man | 2020 | Tomatometer: 76.0 | Link: https://www.imdb.com/title/tt5867314/ | Metascore: N/A
Index: 1139 | ID: tt0061065 | The Face of Another | 1966 | Tomatometer: 86.0 | Link: https://www.imdb.com/title/tt0061065/ | Metascore: N/A
Index: 1149 | ID: tt0017925 | The General | 1926 | Tomatometer: 92.0 | Link: https://www.imdb.com/title/tt0017925/ | Metascore: N/A
Index: 1154 | ID: tt0015864 | The Gold Rush | 1925 | Tomatometer: 100.0 | Link: https://www.imdb.com/title/tt0015864/ | Metascore: N/A
Index: 1159 | ID: tt0032553 | The Great Dictator | 1940 | Tomatometer: 92.0 | Link: https://www.imdb.com/title/tt0032553/ | Metascore: N/A
Index: 1161 | ID: tt0063032 | The Great Silence | 1968 | Tomatometer: 100.0 | Link: https://www.imdb.com/title/tt0063032/ | Metascore: N/A
Index: 1195 | ID: tt0024210 | The Kennel Murder Case | 1933 | Tomatometer: 100.0 | Link: https://www.imdb.com/title/tt0024210/ | Metascore: N/A
Index: 1196 | ID: tt0012349 | The Kid | 1921 | Tomatometer: 100.0 | Link: https://www.imdb.com/title/tt0012349/ | Metascore: N/A
Index: 1208 | ID: tt0058700 | The Last Man on Earth | 1964 | Tomatometer: 79.0 | Link: https://www.imdb.com/title/tt0058700/ | Metascore: N/A
Index: 1217 | ID: tt0036112 | The Life and Death of Colonel Blimp | 1943 | Tomatometer: 97.0 | Link: https://www.imdb.com/title/tt0036112/ | Metascore: N/A
Index: 1227 | ID: tt0016039 | The Lost World | 1925 | Tomatometer: 100.0 | Link: https://www.imdb.com/title/tt0016039/ | Metascore: N/A
Index: 1237 | ID: tt0032762 | The Mark of Zorro | 1940 | Tomatometer: 92.0 | Link: https://www.imdb.com/title/tt0032762/ | Metascore: N/A
Index: 1243 | ID: tt0023238 | The Most Dangerous Game | 1932 | Tomatometer: 100.0 | Link: https://www.imdb.com/title/tt0023238/ | Metascore: N/A
Index: 1247 | ID: tt0044953 | The Naked Spur | 1953 | Tomatometer: 100.0 | Link: https://www.imdb.com/title/tt0044953/ | Metascore: N/A
Index: 1262 | ID: tt0035169 | The Palm Beach Story | 1942 | Tomatometer: 97.0 | Link: https://www.imdb.com/title/tt0035169/ | Metascore: N/A
Index: 1270 | ID: tt0060841 | The Plague of the Zombies | 1966 | Tomatometer: 91.0 | Link: https://www.imdb.com/title/tt0060841/ | Metascore: N/A
Index: 1275 | ID: tt0035211 | The Pride of the Yankees | 1942 | Tomatometer: 94.0 | Link: https://www.imdb.com/title/tt0035211/ | Metascore: N/A
Index: 1278 | ID: tt0029442 | The Prisoner of Zenda | 1937 | Tomatometer: 100.0 | Link: https://www.imdb.com/title/tt0029442/ | Metascore: N/A
Index: 1281 | ID: tt0049646 | The Quatermass Xperiment | 1955 | Tomatometer: 89.0 | Link: https://www.imdb.com/title/tt0049646/ | Metascore: N/A
Index: 1285 | ID: tt0041786 | The Reckless Moment | 1949 | Tomatometer: N/A | Link: https://www.imdb.com/title/tt0041786/ | Metascore: N/A
Index: 1286 | ID: tt0061537 | The Red and the White | 1967 | Tomatometer: 95.0 | Link: https://www.imdb.com/title/tt0061537/ | Metascore: N/A
Index: 1287 | ID: tt0043961 | The Red Badge of Courage | 1951 | Tomatometer: 87.0 | Link: https://www.imdb.com/title/tt0043961/ | Metascore: N/A
Index: 1288 | ID: tt0040725 | The Red Shoes | 1948 | Tomatometer: 98.0 | Link: https://www.imdb.com/title/tt0040725/ | Metascore: N/A
Index: 1305 | ID: tt0111112 | The Secret of Roan Inish | 1994 | Tomatometer: 95.0 | Link: https://www.imdb.com/title/tt0111112/ | Metascore: N/A
Index: 1307 | ID: tt0048605 | The Seven Year Itch | 1955 | Tomatometer: 84.0 | Link: https://www.imdb.com/title/tt0048605/ | Metascore: N/A
Index: 1324 | ID: tt3387648 | The Taking of Deborah Logan | 2014 | Tomatometer: 92.0 | Link: https://www.imdb.com/title/tt3387648/ | Metascore: N/A
Index: 1329 | ID: tt0033152 | The Thief of Bagdad | 1940 | Tomatometer: 100.0 | Link: https://www.imdb.com/title/tt0033152/ | Metascore: N/A
Index: 1332 | ID: tt0044121 | The Thing from Another World | 1951 | Tomatometer: 87.0 | Link: https://www.imdb.com/title/tt0044121/ | Metascore: N/A
Index: 1337 | ID: tt0077138 | The Tree of Wooden Clogs | 1978 | Tomatometer: 95.0 | Link: https://www.imdb.com/title/tt0077138/ | Metascore: N/A
Index: 1342 | ID: tt0096163 | The Vanishing | 1988 | Tomatometer: 96.0 | Link: https://www.imdb.com/title/tt0096163/ | Metascore: N/A
Index: 1363 | ID: tt0042804 | The Young and the Damned | 1950 | Tomatometer: 91.0 | Link: https://www.imdb.com/title/tt0042804/ | Metascore: N/A
Index: 1369 | ID: tt4105970 | They Look Like People | 2015 | Tomatometer: 92.0 | Link: https://www.imdb.com/title/tt4105970/ | Metascore: 56
Index: 1377 | ID: tt0050613 | Throne of Blood | 1957 | Tomatometer: 96.0 | Link: https://www.imdb.com/title/tt0050613/ | Metascore: N/A
Index: 1396 | ID: tt0080040 | Tourist Trap | 1979 | Tomatometer: 40.0 | Link: https://www.imdb.com/title/tt0080040/ | Metascore: N/A
Index: 1407 | ID: tt1187064 | Triangle | 2009 | Tomatometer: 78.0 | Link: https://www.imdb.com/title/tt1187064/ | Metascore: N/A
Index: 1408 | ID: tt0862856 | Trick ’r Treat | 2007 | Tomatometer: 82.0 | Link: https://www.imdb.com/title/tt0862856/ | Metascore: N/A
Index: 1414 | ID: tt0070842 | Turkish Delight | 1973 | Tomatometer: 86.0 | Link: https://www.imdb.com/title/tt0070842/ | Metascore: N/A
Index: 1416 | ID: tt0069436 | Ulzana’s Raid | 1972 | Tomatometer: 90.0 | Link: https://www.imdb.com/title/tt0069436/ | Metascore: N/A
Index: 1433 | ID: tt0055601 | Viridiana | 1961 | Tomatometer: 97.0 | Link: https://www.imdb.com/title/tt0055601/ | Metascore: N/A
Index: 1440 | ID: tt0096409 | Walker | 1987 | Tomatometer: 47.0 | Link: https://www.imdb.com/title/tt0096409/ | Metascore: N/A
Index: 1443 | ID: tt0067961 | Wanda | 1970 | Tomatometer: 92.0 | Link: https://www.imdb.com/title/tt0067961/ | Metascore: N/A
Index: 1459 | ID: tt0044207 | When Worlds Collide | 1951 | Tomatometer: 81.0 | Link: https://www.imdb.com/title/tt0044207/ | Metascore: N/A
Index: 1473 | ID: tt0076929 | Wizards | 1977 | Tomatometer: 67.0 | Link: https://www.imdb.com/title/tt0076929/ | Metascore: N/A
Index: 1474 | ID: tt0111742 | Wolf | 1994 | Tomatometer: 62.0 | Link: https://www.imdb.com/title/tt0111742/ | Metascore: 53
Index: 1482 | ID: tt0057693 | X: The Man with the X-Ray Eyes | 1963 | Tomatometer: 88.0 | Link: https://www.imdb.com/title/tt0057693/ | Metascore: N/A
Index: 1495 | ID: tt0086637 | Zelig | 1983 | Tomatometer: 97.0 | Link: https://www.imdb.com/title/tt0086637/ | Metascore: N/A
